id,price
0,34.34804
1,35.42459
2,34.50611
3,30.777664
4,30.959997
5,21.86403
6,31.131155
7,33.057846
8,20.37189
9,34.146465
10,33.9311
11,35.158283
12,24.920885
13,29.966312
14,33.904278
15,33.58722
16,39.921207
17,34.712326
18,32.112324
19,34.76995
20,34.09054
21,22.345085
22,33.30863
23,31.920202
24,35.971226
25,34.6519
26,34.115253
27,44.191998
28,26.45855
29,47.707577
30,35.237465
31,35.71117
32,31.16336
33,36.11652
34,21.895187
35,52.240055
36,34.11536
37,34.512775
38,32.728115
39,32.994175
40,34.22113
41,33.880688
42,35.54893
43,42.217422
44,33.564175
45,26.761574
46,32.9043
47,34.11113
48,34.527374
49,34.907722
50,20.90944
51,33.228237
52,34.32229
53,33.26784
54,28.552786
55,33.254612
56,34.291885
57,20.265396
58,34.00398
59,16.269814
60,35.2375
61,31.389263
62,13.0156555
63,35.42724
64,31.392149
65,34.16455
66,33.17197
67,36.05607
68,18.353634
69,35.29599
70,33.779686
71,33.43626
72,33.119907
73,32.41061
74,32.721615
75,33.95742
76,34.17938
77,30.022518
78,34.710712
79,34.370358
80,18.861767
81,32.905685
82,34.297585
83,33.976078
84,34.494175
85,33.433823
86,38.31912
87,32.841316
88,34.590878
89,22.694214
90,21.139496
91,35.8613
92,33.96913
93,34.628033
94,31.92768
95,45.167545
96,32.593132
97,34.92869
98,32.925606
99,21.962679
100,32.577785
101,34.761463
102,30.444782
103,34.54037
104,31.426968
105,31.932428
106,35.71857
107,57.192932
108,33.736465
109,26.008358
110,33.138573
111,33.761223
112,33.80373
113,34.57711
114,34.283398
115,34.466084
116,29.749138
117,32.80298
118,31.116375
119,19.667501
120,34.316063
121,39.38568
122,32.747524
123,34.208664
124,34.986332
125,33.58413
126,33.878796
127,34.049927
128,29.161634
129,31.994532
130,32.2554
131,30.725107
132,31.075115
133,31.421276
134,33.93342
135,33.165825
136,33.984352
137,72.099846
138,31.272858
139,34.91297
140,35.835274
141,32.390755
142,33.417645
143,33.674747
144,34.728027
145,33.32165
146,33.201546
147,33.457775
148,34.25707
149,34.22468
150,33.08619
151,34.61541
152,32.793224
153,17.219997
154,30.231056
155,32.16729
156,32.24984
157,34.988117
158,16.38028
159,33.763927
160,34.18095
161,26.1098
162,35.183064
163,34.560516
164,34.11155
165,86.276764
166,24.51268
167,38.828125
168,33.998127
169,33.551624
170,28.77065
171,35.037533
172,36.345493
173,37.33996
174,17.283138
175,33.44591
176,34.145237
177,33.8146
178,32.364777
179,37.247536
180,32.85128
181,33.6565
182,32.862175
183,32.150063
184,34.034286
185,33.6376
186,35.29695
187,35.21381
188,19.127151
189,33.046143
190,29.664965
191,26.650154
192,38.766556
193,32.39532
194,32.95053
195,33.16968
196,34.556156
197,27.713898
198,30.881668
199,28.282759
200,37.305634
201,30.226097
202,32.946373
203,33.746967
204,34.499046
205,31.131437
206,34.241306
207,31.510353
208,32.44536
209,29.741344
210,35.661213
211,33.724487
212,36.503006
213,27.649399
214,36.186604
215,43.187767
216,33.94707
217,35.50977
218,31.170862
219,32.870148
220,35.848385
221,16.412338
222,33.79484
223,23.107477
224,42.055664
225,34.069115
226,33.4001
227,33.651318
228,33.729565
229,31.313562
230,31.92162
231,35.57637
232,35.032524
233,34.8556
234,34.992214
235,21.172064
236,36.647324
237,33.893322
238,33.62156
239,34.845627
240,33.91755
241,32.246117
242,49.139194
243,34.891693
244,27.710455
245,34.228573
246,32.672333
247,34.091335
248,34.36432
249,36.74065
250,34.233116
251,33.93408
252,34.338924
253,34.524887
254,33.659966
255,28.20722
256,32.126526
257,42.35109
258,30.029833
259,34.142776
260,34.254215
261,25.428173
262,33.581184
263,33.83156
264,37.862133
265,33.54295
266,63.159607
267,30.690119
268,50.10932
269,27.70343
270,34.054546
271,35.3613
272,30.206745
273,31.702036
274,33.410194
275,34.60184
276,34.396496
277,34.94816
278,17.692137
279,31.833345
280,33.00774
281,32.93098
282,34.368713
283,31.083628
284,38.886578
285,33.714527
286,31.588718
287,35.27425
288,33.09933
289,33.60428
290,18.11483
291,30.358242
292,30.828466
293,43.17862
294,34.117317
295,40.613556
296,35.404755
297,36.59506
298,35.01248
299,20.237247
300,33.931942
301,34.5578
302,34.533947
303,33.635082
304,34.84542
305,32.81194
306,36.680305
307,15.973771
308,14.703897
309,17.945436
310,38.823154
311,29.952114
312,33.214123
313,35.06791
314,34.083897
315,34.93803
316,30.210804
317,37.250015
318,34.55831
319,36.08148
320,33.876713
321,34.3486
322,36.92726
323,32.51016
324,32.31658
325,33.481857
326,34.9576
327,42.071392
328,185.01878
329,33.864826
330,22.809238
331,33.22372
332,34.9535
333,29.004896
334,36.24016
335,34.63289
336,34.115417
337,31.262732
338,34.188873
339,33.57738
340,34.31841
341,34.22715
342,35.295555
343,33.898453
344,21.141994
345,33.87324
346,34.40362
347,37.768463
348,34.306526
349,34.35844
350,18.634552
351,33.58412
352,34.893875
353,33.70338
354,33.099667
355,28.902828
356,34.23119
357,34.25739
358,33.64997
359,34.157845
360,33.864807
361,34.164124
362,36.504715
363,27.83009
364,16.7802
365,29.958057
366,29.895845
367,34.160202
368,33.683834
369,34.4507
370,34.297596
371,31.901554
372,34.352013
373,34.61502
374,23.331427
375,23.300354
376,43.20942
377,35.11488
378,33.0571
379,32.87034
380,33.415157
381,34.0588
382,35.209595
383,31.982807
384,33.891644
385,34.30704
386,33.736107
387,35.497444
388,33.619656
389,31.911171
390,34.534145
391,33.864433
392,31.351322
393,33.674545
394,34.842026
395,64.22274
396,19.890089
397,30.08992
398,33.01185
399,23.594559
400,33.94824
401,34.217773
402,33.848717
403,34.102016
404,37.653564
405,37.32967
406,33.955242
407,32.785767
408,34.047993
409,47.15058
410,34.844944
411,32.849094
412,30.64527
413,39.13419
414,34.116825
